Temperature (°C),Humidity (%),Moisture Level (%),Soil Type,Crop Type,pH Level,Nitrogen Level (ppm),Phosphorus Level (ppm),Potassium Level (ppm),Fertilizer Recommendation
36.7,46.5,33.6,Peaty,Wheat,7.2,93.9,10.4,19.1,DAP
37.6,67.2,37.9,Peaty,Potato,7.5,35.0,11.3,39.9,DAP
37.6,87.9,38.6,Chalky,Cotton,5.3,82.2,9.6,67.2,DAP
17.5,83.4,21.3,Loamy,Potato,5.6,11.2,9.7,48.1,Urea
34.1,78.2,31.1,Clayey,Tomato,7.9,20.6,37.8,12.8,Urea
35.3,86.3,23.0,Chalky,Sugarcane,5.9,35.3,36.3,38.1,Urea
36.0,57.3,43.9,Chalky,Potato,5.9,59.9,47.8,47.1,Complex Fertilizer
16.7,51.4,33.6,Peaty,Cotton,6.6,64.4,12.3,39.8,DAP
16.9,33.3,56.8,Clayey,Tomato,8.2,38.0,44.5,18.0,Potash
24.4,69.5,11.3,Loamy,Potato,4.7,94.7,35.6,44.4,Gypsum
33.4,35.3,47.8,Loamy,Tomato,8.2,23.0,22.1,56.2,Urea
30.4,44.4,19.3,Clayey,Rice,7.0,19.7,35.8,38.8,Urea
36.4,51.5,41.1,Sandy,Wheat,6.2,91.3,27.6,41.6,SSP
34.0,55.2,25.0,Silty,Maize,6.1,87.2,5.6,19.4,DAP
27.0,32.8,31.9,Clayey,Tomato,6.9,96.3,25.4,55.2,Urea
20.5,55.3,18.6,Peaty,Tomato,7.8,87.5,47.1,77.5,SSP
29.9,88.9,43.4,Peaty,Sugarcane,5.5,65.3,27.4,79.5,DAP
27.0,79.1,26.9,Chalky,Cotton,5.4,41.4,21.4,76.2,Gypsum
15.5,82.3,59.6,Sandy,Cotton,6.9,75.0,16.8,67.3,DAP
15.4,30.0,31.7,Sandy,Potato,4.8,97.7,40.5,74.1,Gypsum
36.5,69.1,40.2,Sandy,Maize,5.7,72.8,13.1,18.5,DAP
34.2,85.1,39.6,Chalky,Cotton,6.7,99.6,42.0,56.0,Gypsum
38.5,42.5,55.3,Clayey,Rice,6.5,14.1,5.5,26.5,Urea
37.2,35.0,46.9,Peaty,Wheat,5.5,10.6,22.7,75.1,Urea
25.4,47.8,55.1,Clayey,Potato,6.7,49.6,32.6,43.1,SSP
32.9,83.2,23.0,Silty,Tomato,5.7,42.5,25.3,51.5,Potash
26.2,36.4,18.0,Chalky,Cotton,6.2,37.3,47.5,32.9,Complex Fertilizer
20.6,38.6,49.3,Chalky,Potato,5.1,25.9,41.8,25.2,Urea
36.1,39.3,14.1,Sandy,Cotton,7.2,32.8,32.1,32.2,Complex Fertilizer
20.5,33.3,19.9,Clayey,Maize,7.6,65.2,12.3,20.6,DAP
28.5,70.5,56.0,Chalky,Maize,7.1,59.5,5.2,18.0,DAP
15.3,56.4,31.8,Chalky,Cotton,4.9,76.7,18.9,60.2,DAP
23.9,32.5,23.6,Sandy,Sugarcane,4.5,52.5,33.1,56.6,Gypsum
28.1,59.2,19.9,Clayey,Cotton,7.1,74.7,20.4,13.6,Potash
31.8,36.6,20.3,Sandy,Wheat,7.4,30.4,8.0,17.4,DAP
34.7,32.5,23.0,Chalky,Cotton,8.5,29.0,6.8,49.9,Urea
18.1,31.5,11.2,Sandy,Cotton,6.6,77.6,31.3,35.5,DAP
34.3,83.8,35.4,Clayey,Maize,5.1,63.6,5.9,56.5,DAP
15.1,46.6,52.5,Chalky,Rice,7.6,52.2,48.8,18.4,Potash
18.6,35.1,24.2,Loamy,Sugarcane,7.8,45.7,29.2,16.8,Potash
29.0,40.1,19.7,Peaty,Rice,7.0,15.7,15.0,24.5,Urea
35.8,64.3,54.3,Peaty,Tomato,7.5,60.1,28.3,32.4,Complex Fertilizer
30.6,85.8,26.8,Silty,Maize,7.9,95.5,32.6,14.8,Potash
21.9,43.8,30.1,Chalky,Potato,6.6,69.0,44.5,12.1,Potash
27.2,57.7,40.8,Chalky,Rice,7.5,94.2,30.5,78.7,Potash
38.8,78.9,15.9,Chalky,Tomato,6.4,63.1,36.1,73.2,SSP
19.3,46.5,11.5,Clayey,Sugarcane,7.6,72.0,25.2,10.2,Potash
35.8,72.3,27.6,Silty,Sugarcane,7.1,81.1,9.3,76.3,DAP
23.0,40.7,18.8,Silty,Tomato,6.3,57.8,30.0,76.9,Urea
37.6,86.6,42.8,Loamy,Wheat,5.1,66.9,43.2,43.6,Gypsum
19.2,63.7,23.8,Sandy,Sugarcane,8.0,76.3,7.5,54.7,DAP
28.4,83.8,33.2,Sandy,Rice,8.0,74.0,5.3,68.1,DAP
27.3,72.6,10.2,Peaty,Wheat,6.7,11.0,18.6,34.2,Urea
38.2,82.5,24.9,Peaty,Cotton,5.0,16.5,13.4,51.8,Urea
38.4,65.7,11.9,Peaty,Cotton,5.6,28.8,40.0,49.5,Urea
36.4,84.6,54.8,Silty,Rice,8.5,76.3,47.9,36.4,SSP
16.6,81.6,54.5,Sandy,Maize,5.1,33.8,8.9,76.2,DAP
32.6,79.3,59.4,Loamy,Tomato,5.3,95.5,32.5,54.0,Gypsum
35.0,48.0,17.4,Sandy,Tomato,6.9,65.2,22.1,51.2,Urea
31.8,85.0,15.0,Peaty,Maize,7.4,79.3,18.1,70.3,DAP
17.4,51.1,11.1,Sandy,Maize,7.1,49.6,47.5,29.8,Potash
15.4,33.1,21.7,Peaty,Maize,4.8,73.7,30.5,78.6,Gypsum
37.7,30.1,51.4,Clayey,Tomato,6.0,15.0,25.1,66.0,Urea
19.9,81.2,10.2,Chalky,Rice,6.0,70.9,22.5,17.1,Potash
36.5,57.9,25.8,Chalky,Cotton,7.0,17.1,27.1,35.2,Urea
18.9,72.6,20.9,Silty,Wheat,6.6,55.5,29.6,49.3,Urea
28.3,57.7,12.7,Clayey,Rice,7.5,60.5,43.3,12.5,Potash
24.4,73.3,45.3,Silty,Sugarcane,7.5,41.7,16.9,74.4,DAP
19.9,39.7,48.6,Peaty,Sugarcane,6.7,34.5,49.5,75.0,Gypsum
36.9,68.6,30.9,Sandy,Tomato,6.1,79.0,10.1,25.7,DAP
22.0,62.0,48.3,Clayey,Tomato,8.4,26.7,7.9,52.1,Urea
16.8,45.4,17.1,Peaty,Cotton,6.4,54.1,39.3,44.9,Potash
21.0,35.1,53.9,Silty,Sugarcane,5.5,89.6,12.0,52.2,DAP
19.3,34.4,51.5,Loamy,Rice,5.4,25.1,27.5,35.4,Urea
33.3,34.2,10.1,Sandy,Wheat,7.2,92.6,10.2,79.6,DAP
32.2,88.3,43.0,Chalky,Rice,7.8,31.3,35.3,58.2,SSP
39.0,79.4,36.3,Chalky,Potato,6.7,42.0,30.8,18.6,Potash
15.9,77.0,39.8,Silty,Tomato,6.4,71.9,27.5,15.0,Potash
25.2,85.8,13.3,Loamy,Cotton,7.4,89.6,13.9,34.8,DAP
34.5,70.4,16.8,Silty,Maize,5.3,62.1,45.5,23.0,Potash
15.2,33.9,19.5,Sandy,Tomato,6.8,34.3,12.9,20.4,DAP
15.7,31.9,18.2,Silty,Potato,7.7,74.7,29.1,24.5,Potash
24.3,39.5,34.6,Chalky,Sugarcane,6.4,63.7,13.3,19.7,DAP
22.8,34.2,59.4,Chalky,Maize,8.2,71.3,42.8,53.8,SSP
28.1,32.9,52.6,Peaty,Potato,7.7,66.4,23.3,35.4,SSP
15.3,85.1,55.2,Loamy,Potato,7.1,36.6,16.0,18.2,DAP
31.4,50.3,51.7,Silty,Cotton,6.7,26.5,15.4,75.8,Urea
31.0,73.8,45.8,Peaty,Sugarcane,7.2,27.8,39.8,74.1,Urea
18.2,30.1,48.8,Clayey,Potato,8.4,18.7,35.7,69.8,Urea
36.6,69.7,33.9,Clayey,Sugarcane,6.3,11.2,38.4,64.6,Urea
24.4,78.7,45.5,Silty,Rice,7.6,53.5,38.6,75.5,SSP
20.8,81.6,38.0,Sandy,Rice,6.4,99.8,11.3,47.3,DAP
33.3,42.9,37.1,Loamy,Sugarcane,5.7,66.1,6.9,30.7,DAP
17.6,83.2,23.4,Loamy,Cotton,4.8,96.9,46.5,10.5,Potash
15.7,79.7,18.0,Silty,Maize,5.5,53.1,9.1,66.1,DAP
25.6,77.3,11.7,Sandy,Maize,5.5,15.2,16.5,77.4,Urea
37.9,80.0,10.3,Sandy,Wheat,7.5,89.3,24.3,25.3,Potash
22.4,48.1,30.3,Sandy,Wheat,7.2,85.1,37.2,28.5,Potash
31.1,88.4,56.4,Loamy,Potato,6.6,56.4,37.6,47.0,SSP
18.9,62.2,24.9,Clayey,Cotton,6.3,49.7,24.8,49.1,SSP
26.4,75.5,58.6,Silty,Tomato,5.6,48.1,38.2,49.5,Urea
36.2,64.6,16.2,Sandy,Maize,6.1,98.1,16.7,54.4,DAP
26.2,70.8,14.0,Clayey,Wheat,6.7,87.4,24.1,56.4,Gypsum
34.0,32.3,25.2,Silty,Cotton,8.2,56.0,33.5,64.3,SSP
27.2,41.0,32.9,Chalky,Rice,4.7,53.3,37.1,62.1,Gypsum
29.9,33.3,59.9,Sandy,Sugarcane,6.6,22.7,21.0,58.3,Urea
25.4,67.4,49.7,Sandy,Maize,5.4,81.5,22.6,20.5,Potash
22.4,30.1,51.6,Peaty,Rice,8.2,11.4,37.4,15.1,Urea
16.1,77.9,22.8,Silty,Rice,5.0,93.6,22.5,19.1,Potash
26.7,67.2,12.8,Sandy,Rice,5.0,43.7,8.2,72.8,DAP
33.3,64.9,35.4,Peaty,Tomato,7.8,67.0,17.4,29.6,DAP
15.9,69.1,42.4,Peaty,Cotton,6.3,46.1,32.0,70.8,SSP
28.6,79.3,42.9,Silty,Rice,6.7,15.8,28.4,57.0,Urea
15.8,37.7,45.6,Chalky,Rice,5.9,32.8,42.9,32.5,Complex Fertilizer
30.8,41.5,21.3,Sandy,Sugarcane,5.2,31.5,44.0,64.9,Gypsum
30.6,55.4,54.8,Loamy,Cotton,5.4,40.7,23.4,38.9,Gypsum
15.2,82.9,26.7,Loamy,Cotton,4.7,20.2,6.0,65.1,Urea
38.5,62.0,49.7,Silty,Maize,6.0,69.9,43.2,52.0,SSP
32.0,88.0,46.4,Peaty,Sugarcane,5.5,79.1,30.9,28.2,Potash
31.0,86.4,28.7,Sandy,Rice,5.8,46.4,26.2,56.8,Urea
34.0,36.7,29.7,Silty,Cotton,7.8,92.1,28.8,26.9,Potash
31.5,32.1,27.8,Chalky,Wheat,7.3,25.5,38.3,47.8,Urea
25.3,89.6,11.4,Clayey,Tomato,7.7,97.2,47.1,10.9,Potash
26.7,87.2,10.1,Silty,Tomato,8.3,23.8,39.3,73.0,Urea
15.4,31.3,10.9,Silty,Maize,7.7,71.8,44.8,34.6,SSP
34.0,57.5,21.1,Silty,Potato,6.6,65.5,14.4,25.7,DAP
35.5,67.1,44.7,Clayey,Potato,6.0,24.3,42.9,19.8,Urea
15.9,34.3,50.5,Peaty,Potato,7.9,42.0,10.9,45.9,DAP
38.3,70.1,59.0,Peaty,Sugarcane,5.9,90.2,38.9,19.9,Potash
25.2,61.2,22.3,Clayey,Tomato,6.9,49.6,48.5,68.5,SSP
37.8,59.7,59.8,Loamy,Maize,4.7,38.3,29.2,46.4,Gypsum
20.9,70.4,23.3,Loamy,Sugarcane,5.1,90.0,32.8,57.5,Gypsum
34.4,54.6,21.3,Peaty,Cotton,6.1,17.8,27.2,72.8,Urea
18.9,75.4,16.7,Loamy,Rice,7.2,37.5,29.5,76.5,Complex Fertilizer
34.8,88.3,18.7,Peaty,Sugarcane,7.9,65.4,46.3,42.3,SSP
28.9,63.3,46.9,Sandy,Sugarcane,6.4,47.8,11.8,14.7,DAP
34.8,34.3,31.2,Loamy,Cotton,7.3,42.2,16.5,64.1,DAP
19.7,60.6,36.7,Clayey,Maize,7.4,64.3,36.7,76.8,Complex Fertilizer
17.8,79.4,45.4,Clayey,Maize,5.0,98.3,9.7,54.8,DAP
20.7,37.4,36.4,Silty,Sugarcane,5.9,29.3,17.4,47.3,Urea
37.5,81.2,57.2,Loamy,Sugarcane,5.5,46.1,33.6,35.2,DAP
19.2,57.7,10.6,Sandy,Tomato,5.8,65.6,6.0,64.7,DAP
24.9,84.4,48.0,Silty,Cotton,5.3,94.3,6.2,40.8,DAP
38.6,74.2,44.2,Silty,Potato,4.8,34.4,41.3,77.7,Gypsum
15.3,40.5,11.0,Loamy,Cotton,6.7,24.6,14.1,19.4,Urea
28.8,47.3,38.5,Sandy,Cotton,6.9,14.1,30.8,32.0,Urea
36.9,40.3,15.9,Silty,Rice,7.1,99.6,16.8,13.5,DAP
26.8,66.3,57.3,Loamy,Cotton,4.7,94.9,19.3,34.7,DAP
20.3,85.5,48.8,Sandy,Tomato,4.8,20.7,6.6,53.5,Urea
29.2,64.0,11.3,Sandy,Rice,7.4,61.4,44.8,20.1,Potash
25.8,60.5,18.1,Clayey,Maize,5.2,61.8,26.9,22.4,Potash
16.1,42.7,12.5,Clayey,Maize,4.7,35.5,23.3,30.3,Gypsum
38.8,78.8,25.8,Clayey,Maize,5.7,16.0,14.0,49.9,Urea
27.9,74.6,57.6,Silty,Maize,7.3,31.2,11.6,18.2,DAP
39.0,37.7,12.8,Clayey,Sugarcane,4.7,93.3,46.8,36.3,Gypsum
37.8,40.3,45.9,Sandy,Rice,5.5,55.9,26.6,79.0,Potash
26.8,81.7,11.0,Peaty,Potato,8.3,67.5,46.8,43.5,SSP
31.3,86.2,34.5,Chalky,Potato,6.6,73.5,16.0,13.4,DAP
19.8,73.5,11.8,Silty,Maize,6.4,11.3,39.2,26.1,Urea
36.5,36.6,27.1,Clayey,Wheat,7.9,18.2,29.2,75.8,Urea
21.7,31.7,36.1,Loamy,Tomato,5.7,57.6,34.4,53.8,Gypsum
27.8,53.6,25.0,Silty,Rice,6.6,82.5,25.5,59.5,DAP
28.8,58.6,27.1,Clayey,Maize,5.6,17.3,38.4,12.3,Urea
30.7,49.0,49.3,Clayey,Sugarcane,7.6,68.5,41.4,64.9,SSP
20.5,76.8,41.7,Loamy,Wheat,7.3,53.3,33.7,52.7,Urea
32.1,64.2,22.6,Peaty,Sugarcane,4.6,41.4,39.7,17.6,Potash
23.7,71.2,12.3,Clayey,Rice,5.4,54.1,27.0,29.5,Potash
23.7,64.4,17.8,Silty,Maize,5.0,18.3,15.7,35.4,Urea
36.9,32.1,39.4,Chalky,Wheat,6.4,79.1,36.0,20.4,Potash
25.1,81.5,11.1,Silty,Maize,8.2,75.9,8.3,46.9,DAP
34.0,51.4,45.0,Sandy,Rice,8.1,18.4,43.8,75.4,Urea
28.6,43.1,10.5,Chalky,Maize,6.9,64.9,24.4,20.7,Potash
21.0,87.4,57.4,Chalky,Sugarcane,7.8,45.0,7.6,65.6,DAP
33.5,57.7,44.0,Sandy,Maize,6.2,89.7,27.7,69.5,Gypsum
29.8,39.8,35.7,Sandy,Rice,8.3,24.2,26.9,66.1,Urea
31.7,46.4,28.7,Chalky,Wheat,7.5,19.4,5.4,11.1,Urea
38.0,51.9,55.2,Clayey,Wheat,5.6,34.8,40.4,13.2,Potash
32.8,51.6,14.8,Loamy,Tomato,6.9,19.9,38.3,17.4,Urea
35.5,60.9,20.7,Peaty,Potato,7.5,28.1,33.3,21.7,Urea
39.1,41.9,56.7,Peaty,Potato,4.7,35.1,32.0,72.9,Gypsum
37.7,37.8,32.1,Peaty,Wheat,6.8,59.0,47.0,13.9,Potash
25.1,70.5,14.1,Loamy,Sugarcane,6.1,31.9,29.8,30.2,SSP
22.6,50.6,44.3,Loamy,Wheat,4.9,81.6,43.4,15.5,Potash
23.9,84.4,59.1,Silty,Cotton,4.5,25.4,40.3,51.0,Urea
18.7,52.4,28.5,Chalky,Rice,7.7,14.9,9.8,27.0,Urea
18.3,88.6,47.0,Sandy,Sugarcane,7.7,64.6,29.4,48.5,SSP
38.3,54.6,38.7,Clayey,Tomato,7.3,76.5,11.5,31.9,DAP
21.2,45.9,24.1,Sandy,Rice,5.8,24.5,15.6,45.6,Urea
35.5,47.3,46.4,Clayey,Rice,7.6,38.4,26.8,71.1,SSP
28.6,68.3,53.2,Loamy,Potato,8.1,71.2,19.9,32.5,DAP
18.4,43.6,39.7,Silty,Tomato,6.7,53.8,35.6,76.5,Potash
29.9,48.7,12.5,Silty,Maize,8.3,83.1,33.5,63.8,SSP
32.1,60.1,38.0,Peaty,Cotton,7.6,86.8,31.4,45.2,SSP
30.4,58.3,39.4,Clayey,Tomato,8.0,48.9,14.4,51.5,DAP
24.3,56.0,16.9,Sandy,Cotton,6.8,80.5,34.0,58.4,DAP
23.7,83.6,33.9,Silty,Sugarcane,7.7,77.0,34.1,50.7,SSP
16.6,74.6,29.5,Clayey,Cotton,5.8,58.4,46.7,77.5,SSP
38.4,68.6,31.8,Silty,Cotton,6.1,21.9,35.8,11.1,Urea
16.1,60.7,45.6,Chalky,Potato,4.9,15.9,14.8,48.0,Urea
32.0,50.7,27.6,Chalky,Sugarcane,8.4,85.3,30.1,56.5,SSP
18.5,42.6,54.3,Clayey,Potato,7.1,70.4,43.1,35.4,Potash
28.1,44.0,14.4,Clayey,Sugarcane,8.4,68.1,9.6,46.1,DAP
20.8,80.2,16.8,Silty,Sugarcane,6.9,50.5,37.4,77.0,DAP
22.6,54.5,47.9,Sandy,Potato,8.0,15.0,6.2,32.7,Urea
20.7,46.2,57.1,Silty,Sugarcane,6.2,67.2,49.5,38.8,Gypsum
23.1,49.5,26.7,Silty,Cotton,6.8,27.5,15.1,18.3,Urea
18.7,72.1,30.3,Clayey,Cotton,5.8,54.7,42.8,45.6,Urea
18.8,34.0,53.1,Sandy,Tomato,6.3,67.6,23.2,23.6,Potash
39.6,47.1,30.2,Silty,Tomato,5.4,27.7,6.9,64.7,Urea
36.5,64.8,38.6,Silty,Wheat,8.1,20.5,46.8,74.4,Urea
34.3,42.1,18.8,Loamy,Wheat,6.0,88.9,17.1,51.0,DAP
16.0,48.5,52.5,Clayey,Sugarcane,8.2,78.2,36.1,20.3,Potash
25.1,41.8,38.9,Loamy,Wheat,4.8,54.2,16.7,14.8,DAP
34.3,60.9,55.9,Loamy,Sugarcane,5.8,47.3,23.1,24.7,Potash
26.9,48.2,59.2,Clayey,Cotton,6.1,46.1,13.8,17.2,DAP
21.0,67.7,36.0,Loamy,Sugarcane,7.3,61.4,24.9,40.4,SSP
26.8,44.3,35.1,Loamy,Rice,4.8,69.0,17.5,77.6,DAP
34.0,47.4,48.9,Clayey,Maize,7.4,50.8,43.4,30.4,Gypsum
15.1,69.8,33.5,Chalky,Rice,5.8,67.8,16.6,46.8,DAP
16.0,34.1,51.6,Loamy,Sugarcane,5.2,89.6,20.0,21.6,Potash
38.7,63.9,52.5,Sandy,Wheat,5.8,72.1,37.5,56.4,Complex Fertilizer
20.2,87.1,21.9,Clayey,Potato,5.4,57.3,43.9,24.6,Potash
29.2,45.8,17.6,Chalky,Cotton,7.7,73.4,24.9,17.2,Potash
26.5,76.7,52.8,Loamy,Rice,4.6,77.8,40.8,17.6,Potash
26.2,57.8,21.2,Silty,Rice,7.5,98.2,33.9,32.5,DAP
19.6,34.9,39.9,Chalky,Sugarcane,5.7,54.9,25.6,70.2,Gypsum
28.4,37.1,55.8,Sandy,Cotton,8.2,52.8,5.0,57.4,DAP
26.7,35.1,42.9,Sandy,Wheat,5.4,74.9,42.3,43.2,Gypsum
34.4,80.6,37.2,Sandy,Rice,4.8,13.4,8.4,22.7,Urea
25.3,58.2,10.4,Chalky,Rice,4.9,42.9,22.3,72.2,Gypsum
25.0,46.6,16.7,Loamy,Wheat,4.5,57.1,12.6,18.1,DAP
34.8,55.1,22.6,Sandy,Wheat,8.4,50.8,37.8,19.8,Potash
21.0,38.7,46.1,Chalky,Sugarcane,5.6,83.5,36.6,57.8,Complex Fertilizer
26.3,70.7,28.8,Clayey,Rice,8.2,12.3,14.9,66.5,Urea
30.1,84.8,34.7,Sandy,Sugarcane,7.3,81.1,45.2,32.7,SSP
32.9,42.8,38.8,Chalky,Maize,7.5,88.6,42.4,43.9,Urea
16.1,37.8,14.2,Chalky,Tomato,7.0,25.6,14.9,68.7,Urea
26.6,38.6,14.5,Clayey,Potato,6.3,83.8,27.7,74.1,Potash
32.9,38.8,25.1,Loamy,Potato,7.0,20.9,15.1,52.7,Urea
36.1,46.6,40.2,Clayey,Wheat,6.8,51.0,42.9,44.5,Gypsum
31.0,59.5,15.6,Sandy,Cotton,7.9,23.3,8.2,12.2,Urea
17.3,82.3,53.2,Loamy,Wheat,6.6,17.2,31.6,78.2,Urea
21.0,35.8,37.1,Clayey,Potato,6.6,36.8,31.9,62.9,Urea
16.2,45.6,58.4,Silty,Cotton,6.5,91.9,10.9,22.6,DAP
30.8,46.9,49.1,Peaty,Rice,6.2,36.3,9.6,51.5,DAP
25.7,58.8,18.0,Clayey,Wheat,5.9,62.6,20.1,40.5,Potash
28.9,81.9,28.2,Clayey,Cotton,8.5,23.8,22.7,51.6,Urea
18.8,53.9,48.0,Peaty,Sugarcane,5.6,65.1,34.8,51.2,Complex Fertilizer
27.5,56.9,13.2,Sandy,Sugarcane,5.2,24.4,31.7,69.2,Urea
23.7,34.9,20.0,Sandy,Maize,6.1,37.9,29.8,14.3,Potash
28.5,40.1,13.3,Loamy,Wheat,7.7,60.2,44.6,23.0,Potash
34.9,35.0,40.1,Chalky,Potato,5.7,88.5,47.4,53.4,Gypsum
15.7,53.7,44.9,Chalky,Maize,6.3,57.0,18.9,38.4,DAP
33.0,42.4,55.4,Clayey,Potato,5.3,36.0,35.8,27.8,Potash
19.4,59.6,18.1,Chalky,Potato,6.2,40.7,19.8,28.8,DAP
28.6,57.8,47.4,Clayey,Wheat,7.4,29.0,5.0,78.9,Urea
18.0,32.4,59.3,Sandy,Wheat,4.5,89.0,37.1,19.3,Potash
29.8,59.7,48.4,Loamy,Cotton,6.5,34.0,20.6,23.3,Potash
23.0,71.6,44.9,Peaty,Sugarcane,5.2,57.4,9.6,47.5,DAP
35.6,59.5,38.7,Clayey,Potato,6.5,86.0,33.8,40.6,DAP
30.7,53.7,26.1,Clayey,Maize,7.3,51.5,26.2,35.6,SSP
20.9,70.1,13.9,Peaty,Wheat,6.7,35.7,16.4,25.3,DAP
37.9,41.3,55.8,Chalky,Sugarcane,5.2,67.4,22.1,65.9,Gypsum
23.3,61.1,43.2,Silty,Potato,8.0,13.7,13.6,57.8,Urea
31.5,36.4,35.3,Clayey,Sugarcane,6.8,69.3,37.4,44.9,DAP
16.4,46.4,20.4,Silty,Maize,8.3,15.3,44.5,28.4,Urea
31.1,83.2,31.6,Loamy,Tomato,5.6,73.8,19.5,71.3,DAP
38.2,31.4,31.1,Clayey,Maize,6.7,34.5,20.7,21.4,Potash
37.9,43.0,16.9,Loamy,Sugarcane,5.9,35.0,26.3,26.5,Potash
29.8,45.7,39.6,Silty,Cotton,7.3,26.1,45.6,58.5,Urea
15.6,34.7,57.4,Peaty,Sugarcane,6.1,57.1,32.2,26.8,Potash
20.8,45.6,38.3,Loamy,Tomato,6.7,44.3,35.8,28.3,Potash
35.9,79.6,55.9,Loamy,Wheat,5.8,74.2,10.4,43.9,DAP
15.4,62.3,41.4,Silty,Wheat,5.1,70.0,15.7,45.9,DAP
30.3,46.7,43.5,Silty,Maize,5.6,40.2,47.0,59.5,Urea
21.7,69.5,57.9,Sandy,Potato,5.1,16.4,37.8,43.2,Urea
39.9,30.8,21.4,Silty,Rice,6.0,99.5,7.9,76.3,DAP
24.2,68.8,18.4,Sandy,Cotton,6.6,52.7,37.5,58.8,Potash
34.9,73.9,30.3,Chalky,Cotton,8.1,69.9,16.8,36.4,DAP
17.8,89.4,40.5,Clayey,Rice,6.1,28.4,38.5,15.8,Urea
21.3,49.8,40.6,Sandy,Tomato,5.6,61.8,27.9,65.2,SSP
15.6,77.8,23.6,Silty,Potato,6.5,62.7,14.3,75.0,DAP
39.9,60.2,58.3,Chalky,Tomato,4.6,36.9,10.1,47.8,DAP
21.1,79.1,17.4,Clayey,Cotton,7.0,30.3,43.0,59.5,Gypsum
16.0,43.8,42.0,Sandy,Rice,4.8,49.9,49.8,32.8,Gypsum
16.7,65.7,16.9,Sandy,Maize,6.8,71.2,39.9,64.4,Complex Fertilizer
34.0,61.0,15.5,Chalky,Maize,7.9,90.1,9.6,24.8,DAP
19.2,79.9,38.0,Sandy,Rice,6.7,39.5,41.0,53.7,DAP
26.4,83.4,28.3,Loamy,Potato,5.2,91.5,17.2,17.4,DAP
25.7,88.5,17.8,Clayey,Cotton,7.6,89.7,31.7,44.5,SSP
33.1,63.5,12.8,Silty,Tomato,7.5,35.0,30.2,40.2,Potash
35.0,42.9,11.9,Chalky,Tomato,4.6,91.5,7.2,31.1,DAP
33.3,82.0,46.2,Peaty,Wheat,4.9,79.2,11.6,14.7,DAP
29.8,62.8,51.7,Silty,Potato,5.7,19.7,25.7,31.9,Urea
23.8,78.3,20.8,Peaty,Tomato,7.3,69.0,23.1,31.2,Complex Fertilizer
34.5,52.7,24.6,Sandy,Cotton,5.7,12.9,35.3,54.7,Urea
38.3,48.0,50.9,Clayey,Potato,5.9,44.8,49.6,10.8,Potash
32.4,30.4,20.5,Loamy,Rice,7.7,58.3,20.1,65.8,SSP
16.9,40.3,45.8,Peaty,Maize,6.7,32.1,41.3,52.7,Complex Fertilizer
25.6,37.0,42.5,Sandy,Sugarcane,6.6,38.5,31.9,31.7,Potash
33.7,76.4,35.1,Sandy,Tomato,7.1,93.9,18.5,27.8,DAP
32.5,42.1,50.9,Peaty,Tomato,5.0,36.7,49.3,77.6,Gypsum
28.9,33.3,22.0,Loamy,Cotton,7.5,38.5,29.4,17.5,Potash
18.8,81.7,12.8,Chalky,Potato,5.2,59.3,6.6,59.5,DAP
17.8,55.4,52.8,Clayey,Wheat,7.1,14.7,15.4,66.1,Urea
38.7,54.1,38.5,Chalky,Tomato,6.0,74.5,18.4,63.4,DAP
16.8,65.5,24.9,Peaty,Wheat,6.7,72.4,49.3,23.6,Potash
37.5,79.1,42.1,Chalky,Wheat,5.6,10.9,30.7,48.1,Urea
17.0,84.8,52.5,Clayey,Wheat,8.1,72.0,13.5,23.9,DAP
30.7,89.5,57.6,Loamy,Rice,6.5,70.3,28.0,58.5,DAP
30.4,72.1,38.8,Peaty,Tomato,6.8,92.3,16.5,62.6,DAP
17.8,31.0,36.5,Silty,Maize,7.1,94.3,40.7,57.2,SSP
28.5,86.0,20.9,Sandy,Wheat,6.9,60.5,15.1,54.8,DAP
38.2,36.4,30.6,Loamy,Rice,7.5,86.7,31.2,60.7,Complex Fertilizer
17.0,48.1,48.1,Clayey,Wheat,7.8,54.2,39.8,21.3,Potash
29.7,76.3,32.6,Peaty,Tomato,5.0,42.0,26.6,16.7,Potash
39.1,47.9,32.2,Silty,Potato,8.5,69.0,36.7,51.3,SSP
35.3,74.9,12.6,Peaty,Rice,4.7,25.5,20.5,11.2,Urea
22.8,81.3,50.1,Chalky,Tomato,7.3,59.7,17.3,36.2,DAP
28.6,83.5,52.6,Chalky,Rice,5.5,30.9,31.8,49.6,Gypsum
17.8,55.5,49.9,Chalky,Wheat,6.7,41.9,31.1,44.5,Gypsum
39.3,30.5,26.2,Loamy,Rice,8.3,73.7,16.0,46.4,DAP
24.1,38.0,39.9,Peaty,Maize,7.2,43.1,43.6,44.4,SSP
38.0,76.2,19.5,Loamy,Wheat,8.3,15.0,42.3,72.9,Urea
32.9,61.0,16.2,Loamy,Sugarcane,6.8,81.1,16.7,10.9,DAP
29.4,51.4,33.2,Peaty,Rice,8.3,11.7,33.3,63.8,Urea
24.6,50.9,50.9,Clayey,Potato,7.8,64.9,28.8,35.8,SSP
15.3,37.6,57.9,Loamy,Tomato,7.5,19.0,13.6,15.3,Urea
16.2,30.3,19.7,Sandy,Maize,5.0,50.2,30.3,52.8,Gypsum
